Geograghy,AllDeaths,Covid19Deaths,AllDeathsPer100k,Covid19DeathsPer100k,population,percentage_male,percentage_female,percentage_in_houshold,percentage_in_communal,population_density,EthnicWhiteUK,EthnicWhiteIrish,EthnicWhiteGypsy,EthnicWhiteOther,EthnicMixedWBC,EthnicMixedWBA,EthnicMixedWA,EthnicMixedOther,EthnicAsianBI,EthnicAsianBP,EthnicAsianBB,EthnicAsianBC,EthnicAsianOther,EthnicBlackAfrican,EthnicBlackCaribbean,EthnicBlackOther,EthnicArab,EthnicOther,CH4,CO2,HFC,N2O,NF3,PFC,SF6,CO,NMVOC,PM10,PM2.5
E07000166,72,19,138.554796,36.563071,51965,52.700000,47.300000,91.100000,8.900000,0.400000,93.400000,0.400000,0.000000,1.600000,0.300000,0.100000,0.200000,0.300000,0.100000,0.100000,0.000000,0.200000,2.000000,0.500000,0.200000,0.300000,0.000000,0.300000,1.372571,13.284082,0.841031,0.856689,0.000038,0.024255,0.043800,0.050324,0.034835,0.006325,0.003116
E07000167,17,5,32.849607,9.661649,51751,49.100000,50.900000,97.800000,2.200000,0.300000,96.200000,0.500000,0.200000,1.800000,0.200000,0.100000,0.200000,0.100000,0.100000,0.000000,0.000000,0.200000,0.300000,0.100000,0.000000,0.000000,0.000000,0.000000,1.940521,17.068834,1.022225,1.193363,0.000067,0.043028,0.025077,0.066784,0.052299,0.008369,0.004491
E07000168,19,3,17.464359,2.757530,108793,48.300000,51.700000,97.800000,2.200000,1.300000,95.200000,0.300000,0.000000,2.000000,0.200000,0.100000,0.300000,0.200000,0.400000,0.200000,0.100000,0.300000,0.400000,0.200000,0.000000,0.000000,0.100000,0.100000,1.300838,31.194993,2.013523,0.981656,0.000114,0.073147,0.044993,0.115173,0.077232,0.013433,0.007476
E07000169,46,14,55.123489,16.776714,83449,49.100000,50.900000,99.100000,0.900000,1.400000,95.500000,0.400000,0.200000,2.300000,0.200000,0.100000,0.300000,0.100000,0.200000,0.000000,0.000000,0.200000,0.200000,0.200000,0.000000,0.000000,0.000000,0.000000,1.424431,33.406516,1.790951,0.888793,0.000115,0.073658,0.051441,0.113775,0.075536,0.013225,0.007606
E07000170,20,6,16.736822,5.021047,119497,49.100000,50.900000,98.900000,1.100000,10.900000,96.000000,0.300000,0.000000,1.300000,0.500000,0.100000,0.200000,0.200000,0.300000,0.100000,0.100000,0.200000,0.300000,0.200000,0.200000,0.100000,0.000000,0.100000,0.652917,51.186082,2.696335,0.669436,0.000207,0.132793,0.078168,0.183171,0.117698,0.020345,0.012441
E07000171,34,15,30.125019,13.290449,112863,49.600000,50.400000,97.400000,2.600000,1.800000,94.500000,0.300000,0.100000,2.400000,0.400000,0.100000,0.200000,0.200000,0.400000,0.300000,0.100000,0.200000,0.200000,0.200000,0.200000,0.100000,0.000000,0.100000,1.376388,43.444798,2.439086,1.013569,0.000156,0.100625,0.063972,0.148089,0.099536,0.017107,0.010111
E07000172,39,10,35.620667,9.133504,109487,49.400000,50.600000,99.200000,0.800000,13.700000,89.500000,0.600000,0.000000,2.700000,0.800000,0.100000,0.400000,0.300000,1.600000,0.700000,0.100000,1.000000,0.700000,0.400000,0.400000,0.100000,0.400000,0.200000,0.477168,38.488809,2.295617,0.511647,0.000141,0.090502,0.061601,0.132403,0.083942,0.014669,0.008835
E07000173,40,12,35.228944,10.568683,113543,48.700000,51.300000,99.300000,0.700000,9.500000,90.300000,0.800000,0.000000,1.900000,1.300000,0.200000,0.500000,0.300000,1.200000,0.800000,0.100000,0.400000,0.500000,0.300000,1.000000,0.100000,0.100000,0.200000,0.639169,36.598158,2.341372,0.591752,0.000114,0.073584,0.057406,0.128769,0.076457,0.014691,0.008066
E07000174,44,22,42.118967,21.059483,104466,49.100000,50.900000,99.100000,0.900000,13.600000,93.200000,0.400000,0.000000,3.500000,0.500000,0.100000,0.200000,0.200000,0.500000,0.100000,0.200000,0.200000,0.200000,0.100000,0.200000,0.100000,0.000000,0.100000,0.622794,37.281311,2.229260,0.571185,0.000135,0.086514,0.056050,0.134644,0.083913,0.015306,0.008767
E07000175,22,8,19.160926,6.967609,114817,49.300000,50.700000,98.000000,2.000000,1.800000,94.200000,0.600000,0.200000,2.500000,0.400000,0.100000,0.300000,0.200000,0.300000,0.100000,0.100000,0.200000,0.200000,0.100000,0.200000,0.100000,0.000000,0.100000,1.531040,39.641069,2.317059,1.035612,0.000144,0.092834,0.062106,0.142102,0.093802,0.016431,0.009433
E07000176,48,18,43.193046,16.197392,111129,49.200000,50.800000,97.900000,2.100000,2.700000,90.300000,0.700000,0.000000,2.100000,0.700000,0.100000,0.700000,0.300000,2.100000,1.000000,0.000000,0.500000,0.500000,0.200000,0.300000,0.100000,0.100000,0.300000,0.877476,30.710214,2.079003,0.683671,0.000101,0.065201,0.051944,0.106197,0.067945,0.012022,0.006814
E07000177,37,14,26.080582,9.868328,141868,49.400000,50.600000,97.900000,2.100000,2.400000,86.300000,0.800000,0.100000,5.000000,0.600000,0.300000,0.500000,0.400000,1.200000,1.700000,0.100000,0.500000,0.800000,0.700000,0.400000,0.200000,0.100000,0.300000,1.320685,51.903661,3.251070,1.077162,0.000195,0.125156,0.081960,0.183668,0.121170,0.020740,0.012404
E07000178,51,22,33.573394,14.482641,151906,49.600000,50.400000,87.700000,12.300000,33.300000,63.600000,1.600000,0.100000,12.400000,1.100000,0.500000,1.300000,1.100000,2.900000,3.200000,1.200000,2.300000,2.800000,2.900000,1.200000,0.500000,0.600000,0.700000,0.395601,29.767190,2.212141,0.544096,0.000081,0.051779,0.036940,0.088717,0.053833,0.009848,0.005909
E07000179,45,17,33.517805,12.662282,134257,49.200000,50.800000,97.900000,2.100000,2.000000,90.900000,0.800000,0.100000,4.200000,0.400000,0.100000,0.500000,0.300000,0.600000,0.100000,0.100000,0.300000,0.600000,0.300000,0.200000,0.100000,0.100000,0.100000,1.306120,37.442842,2.563407,0.857924,0.000114,0.073393,0.058025,0.133506,0.080796,0.015412,0.008335
E07000180,45,19,37.193771,15.704037,120988,49.600000,50.400000,97.600000,2.400000,2.100000,89.800000,0.800000,0.100000,4.300000,0.300000,0.100000,0.500000,0.300000,0.700000,0.300000,0.200000,0.500000,0.800000,0.700000,0.200000,0.100000,0.100000,0.200000,1.093663,33.559059,2.243287,0.754639,0.000109,0.069837,0.057523,0.124197,0.074712,0.014227,0.007638
E07000181,31,17,29.586081,16.224625,104779,49.100000,50.900000,97.700000,2.300000,1.500000,92.600000,0.700000,0.200000,3.400000,0.300000,0.100000,0.500000,0.300000,0.300000,0.100000,0.100000,0.300000,0.500000,0.300000,0.100000,0.100000,0.100000,0.100000,1.080285,32.700275,2.143424,0.786244,0.000116,0.074798,0.059354,0.123922,0.077368,0.014140,0.007781
E07000187,52,18,47.584623,16.471600,109279,48.900000,51.100000,97.000000,3.000000,1.500000,94.200000,0.500000,0.200000,3.000000,0.200000,0.100000,0.300000,0.200000,0.200000,0.000000,0.100000,0.200000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,1.789257,34.643856,2.262292,1.194956,0.000124,0.079879,0.049046,0.131233,0.088008,0.015589,0.008472
E07000188,27,2,23.562677,1.745383,114588,48.900000,51.100000,98.700000,1.300000,2.000000,95.300000,0.400000,0.100000,2.600000,0.200000,0.100000,0.200000,0.200000,0.100000,0.000000,0.100000,0.100000,0.200000,0.100000,0.000000,0.000000,0.000000,0.100000,1.653075,40.057476,2.476170,1.036618,0.000137,0.088049,0.059377,0.141563,0.092769,0.016435,0.009205
E07000189,51,14,31.629280,8.682547,161243,49.100000,50.900000,97.900000,2.100000,1.700000,95.000000,0.300000,0.100000,2.700000,0.200000,0.100000,0.200000,0.200000,0.200000,0.100000,0.100000,0.200000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,2.528394,63.288879,3.538078,1.830772,0.000283,0.182158,0.110490,0.242073,0.169614,0.027237,0.016449
E07000192,33,6,33.859350,6.156246,97462,49.400000,50.600000,99.300000,0.700000,12.400000,96.500000,0.400000,0.000000,0.900000,0.500000,0.100000,0.200000,0.100000,0.400000,0.100000,0.000000,0.200000,0.200000,0.100000,0.200000,0.000000,0.000000,0.100000,0.732732,40.320316,2.241902,0.552153,0.000154,0.098740,0.060157,0.152206,0.091996,0.017196,0.009846
E07000193,26,8,22.890749,7.043308,113583,49.600000,50.400000,98.200000,1.800000,2.900000,86.200000,0.500000,0.100000,3.700000,0.700000,0.100000,0.400000,0.200000,0.800000,4.900000,0.100000,0.300000,0.800000,0.300000,0.400000,0.200000,0.100000,0.200000,1.202240,49.895620,2.571402,0.970197,0.000205,0.131798,0.072502,0.173247,0.117661,0.019423,0.012298
E07000194,63,27,62.590657,26.824567,100654,49.600000,50.400000,98.300000,1.700000,3.000000,94.600000,0.600000,0.000000,1.500000,0.500000,0.100000,0.300000,0.200000,0.900000,0.200000,0.100000,0.200000,0.300000,0.100000,0.300000,0.100000,0.000000,0.100000,0.930357,34.801622,2.101580,0.704287,0.000129,0.082695,0.052544,0.127215,0.080677,0.014478,0.008356
E07000195,49,18,39.557281,14.531246,123871,49.400000,50.600000,96.600000,3.400000,5.900000,93.300000,0.300000,0.000000,1.400000,0.500000,0.100000,0.400000,0.200000,0.800000,0.400000,0.100000,0.800000,0.800000,0.400000,0.200000,0.100000,0.100000,0.200000,0.746053,42.900408,2.643040,0.716402,0.000162,0.104292,0.061003,0.151409,0.097973,0.016979,0.010210
E07000196,56,22,51.789034,20.345692,108131,49.200000,50.800000,98.200000,1.800000,2.700000,94.600000,0.400000,0.100000,0.700000,0.700000,0.000000,0.400000,0.200000,1.300000,0.200000,0.000000,0.200000,0.300000,0.100000,0.300000,0.100000,0.000000,0.200000,1.057782,37.643877,2.256783,0.762804,0.000146,0.093848,0.061249,0.145917,0.090965,0.016514,0.009262
E07000197,51,14,38.970268,10.697721,130869,50.100000,49.900000,97.500000,2.500000,2.200000,92.600000,0.600000,0.100000,1.700000,0.600000,0.100000,0.300000,0.200000,1.000000,0.300000,0.100000,0.400000,0.700000,0.300000,0.400000,0.100000,0.200000,0.200000,1.608488,42.640324,2.597343,1.174217,0.000143,0.091924,0.074391,0.143504,0.095351,0.016528,0.009634
E07000198,45,13,46.341112,13.387432,97106,49.200000,50.800000,98.700000,1.300000,1.700000,97.500000,0.300000,0.000000,0.900000,0.200000,0.100000,0.200000,0.100000,0.100000,0.100000,0.000000,0.100000,0.200000,0.100000,0.100000,0.000000,0.000000,0.000000,1.474643,37.488162,1.973229,1.047545,0.000157,0.101056,0.057603,0.141333,0.095250,0.016078,0.009512
E07000199,29,6,37.754026,7.811178,76813,49.100000,50.900000,99.500000,0.500000,24.900000,95.000000,0.700000,0.000000,1.600000,0.500000,0.100000,0.300000,0.200000,0.500000,0.100000,0.000000,0.200000,0.200000,0.100000,0.300000,0.100000,0.000000,0.100000,0.392020,34.592081,1.960597,0.421661,0.000119,0.076276,0.043304,0.110866,0.071375,0.012677,0.007971
E07000200,37,9,42.170048,10.257579,87740,49.000000,51.000000,98.200000,1.800000,1.500000,95.400000,0.600000,0.100000,1.900000,0.300000,0.100000,0.200000,0.200000,0.200000,0.000000,0.100000,0.200000,0.300000,0.200000,0.100000,0.000000,0.000000,0.100000,1.105762,29.998118,1.717733,0.797629,0.000114,0.073124,0.045867,0.114093,0.073050,0.013176,0.007402
E07000202,28,7,20.992023,5.248006,133384,49.800000,50.200000,98.400000,1.600000,33.800000,82.900000,0.500000,0.100000,5.400000,1.900000,0.500000,0.500000,0.700000,1.400000,0.200000,1.300000,0.500000,1.000000,0.800000,1.200000,0.400000,0.100000,0.700000,0.716078,45.456692,2.801640,0.742893,0.000117,0.075234,0.055613,0.139000,0.082374,0.016428,0.009460
E07000203,47,19,48.588353,19.642100,96731,49.500000,50.500000,98.500000,1.500000,1.100000,95.900000,0.400000,0.100000,1.500000,0.300000,0.100000,0.300000,0.200000,0.200000,0.000000,0.000000,0.200000,0.300000,0.200000,0.100000,0.100000,0.000000,0.100000,1.925404,33.622370,1.979515,1.280539,0.000109,0.069934,0.050373,0.122560,0.080589,0.014880,0.007974
E07000207,33,7,25.214900,5.348615,130875,48.500000,51.500000,98.900000,1.100000,13.800000,79.900000,1.600000,0.100000,8.700000,0.400000,0.300000,1.200000,0.800000,1.900000,0.400000,0.400000,0.900000,1.800000,0.500000,0.200000,0.100000,0.500000,0.500000,0.421143,29.338533,2.132908,0.451629,0.000073,0.047072,0.036430,0.095913,0.054328,0.011072,0.006071
E07000208,42,22,55.923943,29.293494,75102,48.500000,51.500000,98.600000,1.400000,22.000000,78.600000,1.500000,0.200000,5.600000,0.500000,0.300000,1.000000,0.700000,2.400000,0.900000,0.400000,1.200000,3.700000,0.900000,0.400000,0.200000,0.700000,0.700000,0.227063,16.562016,1.282242,0.281433,0.000032,0.020452,0.021089,0.058536,0.028750,0.006951,0.003310
E07000209,28,11,20.410692,8.018486,137183,49.500000,50.500000,95.400000,4.600000,5.100000,83.500000,0.900000,0.400000,6.200000,0.300000,0.200000,0.800000,0.500000,1.200000,0.400000,0.200000,1.400000,1.700000,0.800000,0.200000,0.100000,0.700000,0.600000,0.551309,32.377745,2.449431,0.555365,0.000087,0.056011,0.046483,0.114183,0.064472,0.013144,0.006939
E07000210,35,16,40.995608,18.740849,85375,48.900000,51.100000,98.400000,1.600000,3.300000,90.100000,0.900000,0.100000,3.900000,0.300000,0.100000,0.600000,0.400000,0.800000,0.200000,0.200000,0.400000,0.900000,0.200000,0.200000,0.100000,0.200000,0.300000,0.536005,19.188362,1.397719,0.444577,0.000048,0.030849,0.024513,0.071923,0.038940,0.008498,0.004176
E07000211,47,18,34.098741,13.059092,137835,48.900000,51.100000,97.500000,2.500000,10.700000,85.000000,1.100000,0.100000,4.400000,0.500000,0.300000,0.800000,0.600000,1.600000,0.900000,0.400000,0.700000,1.600000,1.000000,0.400000,0.200000,0.200000,0.400000,0.564873,37.189661,2.459960,0.614781,0.000074,0.047659,0.042046,0.120941,0.061581,0.014588,0.007488
E07000212,57,17,70.798659,21.115389,80510,48.600000,51.400000,96.100000,3.900000,10.300000,80.000000,1.300000,0.300000,7.400000,0.400000,0.300000,0.800000,0.600000,2.500000,0.500000,0.300000,1.500000,2.200000,0.700000,0.200000,0.100000,0.500000,0.500000,0.355592,26.295661,1.606874,0.401589,0.000055,0.035474,0.026883,0.075072,0.042415,0.009131,0.005244
E07000213,27,13,28.243269,13.598611,95598,49.200000,50.800000,99.200000,0.800000,21.300000,81.000000,1.400000,0.200000,4.700000,0.600000,0.300000,0.900000,0.600000,4.200000,0.700000,0.300000,0.600000,1.800000,1.000000,0.400000,0.200000,0.300000,0.600000,0.439489,40.813258,2.009708,0.531280,0.000060,0.038666,0.033884,0.096333,0.050654,0.012532,0.007582
E07000214,30,14,34.825409,16.251857,86144,49.800000,50.200000,98.000000,2.000000,9.100000,84.900000,1.000000,0.200000,4.100000,0.400000,0.200000,0.800000,0.500000,2.000000,0.800000,0.300000,0.600000,2.500000,0.600000,0.300000,0.100000,0.200000,0.500000,0.359982,26.229744,1.682558,0.390766,0.000069,0.044473,0.035435,0.084351,0.048292,0.009837,0.005575
E07000215,35,11,42.169691,13.253331,82998,48.400000,51.600000,97.500000,2.500000,3.300000,89.300000,1.000000,0.300000,3.200000,0.600000,0.200000,0.800000,0.500000,0.900000,0.200000,0.100000,0.500000,0.900000,0.500000,0.400000,0.100000,0.100000,0.300000,0.477511,19.964995,1.417085,0.417206,0.000044,0.027974,0.025455,0.075048,0.037755,0.009013,0.004252
E07000216,22,9,18.096272,7.403020,121572,48.800000,51.200000,96.400000,3.600000,3.500000,90.600000,0.800000,0.100000,4.400000,0.300000,0.100000,0.600000,0.300000,0.400000,0.200000,0.100000,0.500000,0.600000,0.300000,0.100000,0.000000,0.100000,0.200000,0.587811,26.011501,2.027086,0.541851,0.000070,0.044756,0.034144,0.096091,0.053838,0.011136,0.005651
E07000217,46,21,46.371903,21.169782,99198,49.500000,50.500000,99.100000,0.900000,15.600000,74.900000,1.100000,0.200000,7.400000,0.400000,0.300000,1.000000,0.700000,2.300000,5.700000,0.500000,0.900000,2.100000,1.000000,0.300000,0.100000,0.600000,0.500000,0.373463,27.246739,1.894788,0.416277,0.000069,0.044056,0.034229,0.086174,0.049844,0.010021,0.005659
E07000218,30,11,48.376173,17.737930,62014,49.400000,50.600000,99.100000,0.900000,2.200000,95.900000,0.700000,0.100000,1.100000,0.400000,0.100000,0.200000,0.100000,0.600000,0.100000,0.000000,0.100000,0.200000,0.000000,0.200000,0.000000,0.000000,0.100000,0.644267,27.529848,1.422809,0.498804,0.000090,0.057736,0.034423,0.089416,0.056644,0.010510,0.006322
E07000219,32,11,25.548494,8.782295,125252,49.100000,50.900000,99.300000,0.700000,15.900000,88.900000,0.600000,0.100000,1.800000,0.500000,0.100000,0.300000,0.200000,4.600000,0.400000,0.000000,0.200000,1.000000,0.400000,0.300000,0.100000,0.100000,0.400000,0.641177,53.938936,2.942358,0.696514,0.000196,0.126090,0.074876,0.168131,0.112692,0.018846,0.012419
E07000220,40,15,39.970022,14.988758,100075,49.800000,50.200000,98.100000,1.900000,2.900000,84.100000,1.000000,0.200000,5.200000,0.900000,0.200000,0.600000,0.300000,3.100000,0.600000,0.100000,0.400000,1.000000,1.000000,0.800000,0.200000,0.100000,0.200000,0.796559,42.175688,2.317365,0.724636,0.000136,0.087376,0.055505,0.127657,0.084292,0.014807,0.009405
E07000221,36,11,29.879238,9.129767,120485,48.600000,51.400000,98.600000,1.400000,1.200000,93.600000,0.700000,0.100000,2.900000,0.300000,0.100000,0.400000,0.200000,0.500000,0.100000,0.000000,0.300000,0.400000,0.100000,0.100000,0.000000,0.000000,0.100000,1.807939,37.094040,2.449695,1.177142,0.000132,0.084842,0.053217,0.133782,0.090570,0.015483,0.008769
E07000222,67,27,48.674881,19.615250,137648,49.900000,50.100000,97.800000,2.200000,4.900000,83.400000,1.600000,0.000000,4.200000,0.600000,0.200000,0.800000,0.500000,4.900000,0.300000,0.100000,0.800000,1.100000,0.300000,0.300000,0.100000,0.200000,0.700000,0.885446,44.359420,2.699341,0.717132,0.000164,0.105288,0.071821,0.145710,0.096745,0.015810,0.009912
E07000223,45,12,73.551044,19.613612,61182,48.200000,51.800000,98.800000,1.200000,14.600000,92.900000,0.700000,0.200000,2.100000,0.300000,0.300000,0.500000,0.300000,0.400000,0.100000,0.400000,0.400000,0.400000,0.400000,0.100000,0.000000,0.300000,0.200000,0.369164,19.183643,1.198641,0.291795,0.000054,0.035010,0.025854,0.066708,0.037705,0.007697,0.004113
E07000224,23,7,15.382763,4.681711,149518,47.700000,52.300000,97.500000,2.500000,6.800000,91.600000,0.600000,0.100000,4.700000,0.300000,0.100000,0.400000,0.200000,0.300000,0.100000,0.200000,0.300000,0.500000,0.200000,0.100000,0.000000,0.000000,0.100000,1.743063,41.659540,2.793445,1.225006,0.000133,0.085338,0.057849,0.150816,0.095070,0.017697,0.009614
E07000225,65,9,57.120762,7.909029,113794,47.800000,52.200000,97.400000,2.600000,1.400000,93.000000,0.700000,0.200000,3.100000,0.200000,0.100000,0.300000,0.300000,0.400000,0.000000,0.100000,0.300000,0.600000,0.300000,0.100000,0.100000,0.100000,0.100000,1.329588,27.835982,2.000004,0.979874,0.000087,0.055798,0.041551,0.104242,0.065905,0.012293,0.006425
E07000226,41,8,38.462621,7.504902,106597,49.400000,50.600000,99.300000,0.700000,23.700000,72.100000,0.900000,0.100000,6.800000,0.800000,0.600000,0.800000,0.700000,5.200000,4.300000,0.400000,0.500000,2.600000,2.000000,0.400000,0.800000,0.400000,0.600000,0.421464,48.352067,2.468338,0.611961,0.000082,0.052435,0.038961,0.109756,0.062833,0.014041,0.009049
E07000227,29,14,22.086656,10.662524,131301,48.600000,51.400000,98.000000,2.000000,2.500000,92.200000,0.700000,0.200000,3.000000,0.300000,0.200000,0.600000,0.300000,0.600000,0.100000,0.200000,0.400000,0.800000,0.300000,0.100000,0.000000,0.100000,0.100000,1.166477,40.689851,2.571327,0.930522,0.000114,0.073283,0.049434,0.134911,0.081947,0.015983,0.008945
E07000228,48,15,34.320034,10.725011,139860,49.000000,51.000000,98.200000,1.800000,4.200000,90.300000,0.900000,0.100000,3.800000,0.300000,0.200000,0.600000,0.400000,1.000000,0.100000,0.300000,0.400000,0.900000,0.300000,0.100000,0.100000,0.100000,0.200000,0.800827,40.473098,2.559214,0.801606,0.000093,0.059879,0.045216,0.128789,0.071230,0.015405,0.008369
E07000229,55,21,52.561162,20.068807,104640,48.100000,51.900000,98.200000,1.800000,32.200000,89.400000,0.800000,0.100000,3.500000,0.400000,0.300000,0.600000,0.400000,0.700000,0.200000,0.500000,0.500000,1.300000,0.600000,0.200000,0.100000,0.100000,0.300000,0.825201,30.897704,1.985668,0.547707,0.000096,0.061831,0.047646,0.103608,0.062752,0.011639,0.006663
E07000234,44,14,46.989972,14.951355,93637,49.400000,50.600000,97.000000,3.000000,4.300000,93.600000,1.000000,0.100000,1.200000,0.700000,0.100000,0.500000,0.300000,1.200000,0.200000,0.000000,0.300000,0.300000,0.100000,0.300000,0.100000,0.100000,0.100000,0.638017,28.946601,1.780854,0.548176,0.000113,0.072649,0.046714,0.110359,0.068423,0.012236,0.006999
E07000235,58,26,77.715695,34.838070,74631,48.700000,51.300000,97.000000,3.000000,1.300000,95.200000,0.500000,0.200000,1.800000,0.300000,0.100000,0.300000,0.200000,0.400000,0.100000,0.000000,0.500000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,1.153064,21.415853,1.334409,0.776478,0.000084,0.053973,0.034573,0.082553,0.055984,0.009544,0.005322
E07000236,38,13,45.123139,15.436863,84214,49.700000,50.300000,99.400000,0.600000,15.500000,87.400000,0.700000,0.000000,3.900000,1.300000,0.100000,0.400000,0.200000,0.900000,3.100000,0.200000,0.200000,0.400000,0.200000,0.700000,0.200000,0.100000,0.100000,0.497853,39.948354,2.111647,0.517963,0.000185,0.119233,0.065132,0.144403,0.098997,0.015501,0.010215
E07000237,15,6,15.187105,6.074842,98768,49.200000,50.800000,98.100000,1.900000,29.700000,89.100000,0.600000,0.100000,3.600000,0.500000,0.200000,0.400000,0.300000,0.800000,1.900000,0.500000,0.400000,0.800000,0.200000,0.200000,0.100000,0.100000,0.200000,0.482771,35.999353,2.188247,0.495234,0.000134,0.085983,0.057961,0.118944,0.078242,0.013065,0.008268
E07000238,34,7,29.073745,5.985771,116944,49.100000,50.900000,98.800000,1.200000,1.800000,93.900000,0.500000,0.400000,3.100000,0.300000,0.100000,0.300000,0.200000,0.400000,0.100000,0.100000,0.200000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,1.906511,42.004356,2.534823,1.286144,0.000165,0.105931,0.065796,0.153781,0.106164,0.017687,0.010342
E07000239,56,20,57.157438,20.413371,97975,49.300000,50.700000,99.000000,1.000000,5.000000,94.700000,0.500000,0.400000,1.700000,0.500000,0.100000,0.300000,0.200000,0.300000,0.100000,0.500000,0.200000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,0.750604,38.319048,2.173929,0.616979,0.000160,0.103115,0.058875,0.137747,0.091603,0.015176,0.009474
E08000001,29,6,10.477409,2.167740,276786,49.400000,50.600000,99.300000,0.700000,19.800000,79.400000,0.600000,0.100000,1.800000,0.600000,0.200000,0.700000,0.300000,7.800000,4.300000,0.200000,0.500000,1.100000,1.200000,0.200000,0.200000,0.300000,0.400000,1.430308,87.549170,5.559730,1.248340,0.000299,0.191985,0.126920,0.302548,0.187212,0.034114,0.019953
E08000002,126,71,68.086026,38.365935,185060,49.000000,51.000000,98.900000,1.100000,18.600000,85.300000,1.300000,0.000000,2.500000,0.700000,0.200000,0.500000,0.300000,0.700000,4.900000,0.200000,0.600000,0.900000,0.600000,0.300000,0.100000,0.300000,0.500000,0.685106,55.765756,3.717220,0.800432,0.000181,0.116516,0.080025,0.186520,0.115045,0.021058,0.012463
E08000003,86,47,17.093100,9.341578,503127,50.200000,49.800000,95.600000,4.400000,43.500000,59.300000,2.400000,0.100000,4.900000,1.800000,0.900000,1.000000,1.000000,2.300000,8.500000,1.300000,2.700000,2.300000,5.100000,1.900000,1.600000,1.900000,1.200000,1.143518,109.140873,8.247416,1.748357,0.000251,0.161623,0.120314,0.306316,0.184780,0.035144,0.021219
E08000004,152,76,67.586495,33.793248,224897,49.000000,51.000000,99.200000,0.800000,15.800000,75.600000,0.700000,0.000000,1.300000,0.900000,0.200000,0.500000,0.200000,0.700000,10.100000,7.300000,0.300000,0.800000,0.700000,0.400000,0.100000,0.100000,0.200000,0.832297,70.684228,4.424869,0.939498,0.000246,0.158267,0.098383,0.242854,0.150821,0.027402,0.016358
E08000005,112,60,52.905304,28.342127,211699,49.000000,51.000000,99.000000,1.000000,13.400000,78.600000,1.000000,0.100000,1.900000,0.500000,0.300000,0.600000,0.300000,0.500000,10.500000,2.100000,0.400000,1.400000,1.000000,0.100000,0.200000,0.100000,0.300000,0.770801,67.310824,4.115059,0.917707,0.000234,0.150470,0.093045,0.231262,0.142624,0.026142,0.015620
E08000006,69,35,29.495625,14.961549,233933,49.900000,50.100000,97.600000,2.400000,24.100000,84.400000,1.200000,0.100000,4.400000,0.700000,0.500000,0.400000,0.400000,1.100000,0.800000,0.300000,1.100000,0.800000,2.300000,0.300000,0.200000,0.600000,0.500000,0.999000,64.429840,4.506801,0.958955,0.000184,0.118166,0.084183,0.209800,0.125461,0.023947,0.013749
E08000007,99,49,34.948372,17.297679,283275,48.900000,51.100000,99.200000,0.800000,22.500000,89.000000,1.400000,0.000000,1.700000,0.600000,0.300000,0.500000,0.400000,1.000000,2.400000,0.200000,0.600000,0.700000,0.300000,0.300000,0.100000,0.300000,0.300000,0.947350,86.068164,5.511887,1.224695,0.000264,0.169526,0.116296,0.283864,0.170069,0.032251,0.018794
E08000008,112,49,51.066003,22.341376,219324,49.100000,50.900000,99.300000,0.700000,21.300000,88.500000,0.700000,0.000000,1.700000,0.600000,0.200000,0.400000,0.200000,1.700000,2.200000,2.000000,0.400000,0.300000,0.500000,0.200000,0.100000,0.100000,0.100000,0.964297,79.896745,4.561187,0.999375,0.000304,0.195614,0.122259,0.282009,0.177021,0.031252,0.018968
E08000009,87,43,38.397373,18.978012,226578,49.000000,51.000000,99.400000,0.600000,21.400000,80.400000,2.200000,0.000000,2.900000,1.200000,0.300000,0.700000,0.500000,2.800000,3.100000,0.200000,1.000000,0.900000,0.800000,1.700000,0.400000,0.600000,0.400000,0.806573,63.202217,4.285833,0.937804,0.000186,0.119370,0.084317,0.205054,0.122691,0.023234,0.013530
E08000010,86,36,27.056873,11.326133,317849,49.700000,50.300000,99.400000,0.600000,16.900000,95.500000,0.500000,0.000000,1.300000,0.300000,0.100000,0.200000,0.200000,0.300000,0.200000,0.000000,0.300000,0.300000,0.400000,0.100000,0.000000,0.100000,0.100000,1.706563,113.248511,6.698086,1.568251,0.000400,0.257272,0.166601,0.413423,0.246879,0.046763,0.026708
E08000011,147,67,100.758775,45.924068,145893,47.500000,52.500000,99.400000,0.600000,16.900000,96.100000,0.500000,0.000000,0.700000,0.500000,0.400000,0.300000,0.200000,0.300000,0.100000,0.000000,0.300000,0.300000,0.200000,0.100000,0.100000,0.100000,0.100000,0.630277,43.590753,2.580188,0.675899,0.000135,0.087032,0.060515,0.148416,0.086784,0.017055,0.009797
E08000012,69,35,14.793692,7.504047,466415,49.400000,50.600000,96.500000,3.500000,41.700000,84.800000,1.400000,0.000000,2.600000,0.700000,0.700000,0.500000,0.600000,1.100000,0.400000,0.200000,1.700000,0.700000,1.800000,0.300000,0.500000,1.200000,0.600000,1.320529,109.839988,7.578123,1.805755,0.000280,0.180167,0.150758,0.341562,0.197441,0.039413,0.022629
