Geograghy,AllDeaths,Covid19Deaths,AllDeathsPer100k,Covid19DeathsPer100k,population,percentage_male,percentage_female,percentage_in_houshold,percentage_in_communal,population_density,EthnicWhiteUK,EthnicWhiteIrish,EthnicWhiteGypsy,EthnicWhiteOther,EthnicMixedWBC,EthnicMixedWBA,EthnicMixedWA,EthnicMixedOther,EthnicAsianBI,EthnicAsianBP,EthnicAsianBB,EthnicAsianBC,EthnicAsianOther,EthnicBlackAfrican,EthnicBlackCaribbean,EthnicBlackOther,EthnicArab,EthnicOther,CH4,CO2,HFC,N2O,NF3,PFC,SF6,CO,NMVOC,PM10,PM2.5
E08000013,227,117,129.486390,66.739681,175308,49.100000,50.900000,99.200000,0.800000,12.900000,96.600000,0.500000,0.000000,0.900000,0.300000,0.100000,0.200000,0.200000,0.300000,0.100000,0.100000,0.300000,0.300000,0.100000,0.000000,0.000000,0.100000,0.100000,1.171329,56.763556,3.428721,0.911450,0.000188,0.121144,0.081455,0.192491,0.117961,0.021870,0.012883
E08000014,80,37,29.219475,13.514007,273790,47.900000,52.100000,98.500000,1.500000,17.900000,94.800000,0.800000,0.000000,1.700000,0.300000,0.200000,0.300000,0.300000,0.200000,0.000000,0.100000,0.400000,0.200000,0.200000,0.100000,0.000000,0.100000,0.100000,1.247326,68.018408,4.823655,1.283114,0.000179,0.115258,0.106490,0.223949,0.130780,0.026091,0.014391
E08000015,135,53,42.216128,16.573739,319783,48.100000,51.900000,98.900000,1.100000,20.400000,95.000000,0.800000,0.000000,1.200000,0.300000,0.200000,0.300000,0.300000,0.400000,0.100000,0.300000,0.500000,0.300000,0.100000,0.100000,0.000000,0.100000,0.100000,1.213387,89.845831,5.428468,1.336962,0.000317,0.203513,0.147402,0.308063,0.189119,0.034089,0.020514
E08000016,153,81,66.170460,35.031420,231221,49.100000,50.900000,99.300000,0.700000,7.000000,96.100000,0.200000,0.100000,1.500000,0.300000,0.100000,0.200000,0.200000,0.200000,0.100000,0.000000,0.200000,0.200000,0.400000,0.100000,0.000000,0.100000,0.100000,1.480325,78.967100,4.582369,1.264118,0.000295,0.189814,0.117442,0.300529,0.181411,0.034050,0.019178
E08000017,84,28,27.777594,9.259198,302402,49.300000,50.700000,98.300000,1.700000,5.300000,91.800000,0.400000,0.200000,2.800000,0.500000,0.100000,0.300000,0.200000,0.600000,0.900000,0.000000,0.400000,0.600000,0.400000,0.300000,0.100000,0.100000,0.300000,1.964881,103.380522,6.213621,1.674759,0.000324,0.208244,0.137720,0.351691,0.213761,0.040989,0.023344
E08000018,98,27,38.090796,10.494403,257280,49.100000,50.900000,99.200000,0.800000,9.000000,91.900000,0.300000,0.000000,1.300000,0.300000,0.100000,0.300000,0.200000,0.400000,3.000000,0.000000,0.200000,0.500000,0.600000,0.100000,0.100000,0.200000,0.300000,1.529799,91.431434,5.146840,1.306347,0.000348,0.223872,0.136206,0.333599,0.206595,0.037444,0.022041
E08000019,128,59,23.159121,10.674907,552698,49.300000,50.700000,97.500000,2.500000,15.000000,80.800000,0.500000,0.100000,2.300000,1.000000,0.200000,0.600000,0.600000,1.100000,4.000000,0.600000,1.300000,1.000000,2.100000,1.000000,0.500000,1.500000,0.700000,2.086543,148.845054,9.623461,2.393415,0.000514,0.330463,0.217036,0.528666,0.319264,0.059260,0.034225
E08000021,219,105,78.164874,37.476310,280177,50.000000,50.000000,96.800000,3.200000,24.700000,81.900000,0.700000,0.100000,2.900000,0.300000,0.300000,0.600000,0.400000,1.800000,2.300000,1.700000,2.200000,1.800000,1.700000,0.100000,0.100000,0.900000,0.500000,0.702198,63.298363,4.473260,1.014326,0.000165,0.105872,0.092600,0.200464,0.116339,0.022915,0.012935
E08000022,96,36,47.808527,17.928198,200801,48.200000,51.800000,99.200000,0.800000,24.400000,95.100000,0.300000,0.000000,1.200000,0.200000,0.200000,0.300000,0.200000,0.500000,0.200000,0.300000,0.400000,0.400000,0.300000,0.000000,0.000000,0.100000,0.100000,0.739745,57.220989,3.584107,0.845488,0.000178,0.114522,0.105209,0.194153,0.114669,0.021899,0.012516
E08000023,57,19,38.480493,12.826831,148127,48.300000,51.700000,99.100000,0.900000,23.000000,95.100000,0.200000,0.000000,0.700000,0.200000,0.200000,0.300000,0.200000,0.400000,0.300000,1.000000,0.200000,0.300000,0.200000,0.000000,0.000000,0.400000,0.300000,0.591966,47.952538,2.607913,0.651841,0.000168,0.108084,0.078979,0.164733,0.100655,0.018534,0.011018
E08000024,49,16,17.785457,5.807496,275506,48.600000,51.400000,98.700000,1.300000,20.000000,94.800000,0.200000,0.000000,0.900000,0.200000,0.100000,0.200000,0.100000,0.600000,0.200000,0.800000,0.600000,0.500000,0.400000,0.000000,0.000000,0.100000,0.200000,1.370770,92.849670,5.061476,1.200964,0.000319,0.205002,0.153465,0.305723,0.190740,0.033972,0.020554
E08000025,122,70,11.369514,6.523492,1073045,49.200000,50.800000,98.000000,2.000000,40.100000,53.100000,2.100000,0.000000,2.700000,2.300000,0.300000,1.000000,0.800000,6.000000,13.500000,3.000000,1.200000,2.900000,2.800000,4.400000,1.700000,1.000000,1.000000,3.070395,275.406983,17.189106,3.963842,0.000882,0.566920,0.368422,0.870432,0.542549,0.097746,0.060439
E08000026,426,203,134.401817,64.045936,316960,49.700000,50.300000,97.100000,2.900000,32.100000,66.600000,2.300000,0.000000,4.900000,1.200000,0.300000,0.800000,0.400000,8.800000,3.000000,0.900000,1.200000,2.400000,4.000000,1.000000,0.500000,0.600000,1.000000,1.423997,104.042457,6.089874,1.419874,0.000358,0.230078,0.142357,0.317110,0.210811,0.035342,0.023169
E08000027,119,54,38.028282,17.256531,312925,49.200000,50.800000,99.200000,0.800000,31.900000,88.500000,0.400000,0.100000,1.000000,1.100000,0.100000,0.400000,0.200000,1.800000,3.300000,0.100000,0.300000,0.500000,0.400000,0.800000,0.200000,0.400000,0.200000,1.519401,113.648433,6.422888,1.403083,0.000453,0.291197,0.184106,0.415216,0.260639,0.045663,0.027363
E08000028,122,48,39.602289,15.581229,308063,49.200000,50.800000,99.300000,0.700000,36.000000,65.800000,0.700000,0.000000,3.400000,2.000000,0.200000,0.700000,0.500000,10.200000,4.500000,2.100000,0.300000,2.100000,1.400000,3.700000,0.800000,0.300000,1.300000,1.521640,111.688793,6.034252,1.396740,0.000425,0.273137,0.161084,0.372340,0.241134,0.041186,0.026248
E08000029,129,64,62.417140,30.966643,206674,48.600000,51.400000,99.200000,0.800000,11.600000,85.800000,1.900000,0.000000,1.400000,1.200000,0.100000,0.600000,0.300000,3.400000,1.700000,0.300000,0.400000,0.700000,0.400000,0.900000,0.200000,0.200000,0.400000,1.103750,66.006637,3.907118,0.906601,0.000222,0.142446,0.098506,0.224504,0.136732,0.025052,0.014654
E08000030,123,59,45.670069,21.906781,269323,49.100000,50.900000,99.300000,0.700000,25.900000,76.900000,0.400000,0.100000,1.400000,1.600000,0.100000,0.700000,0.300000,6.100000,5.300000,1.900000,0.400000,1.500000,0.700000,1.200000,0.400000,0.100000,0.700000,1.255841,94.602332,5.392331,1.182597,0.000368,0.236765,0.136284,0.332367,0.212415,0.036999,0.022793
E08000031,140,65,56.118972,26.055237,249470,49.500000,50.500000,98.400000,1.600000,35.900000,64.500000,0.600000,0.100000,2.800000,3.400000,0.200000,0.900000,0.600000,12.900000,1.800000,0.200000,0.600000,2.600000,1.600000,3.800000,1.500000,0.100000,1.800000,1.194832,83.893233,4.695464,1.157511,0.000316,0.203239,0.123165,0.281483,0.181700,0.031236,0.019717
E08000032,107,49,20.480350,9.378852,522452,49.200000,50.800000,98.600000,1.400000,14.300000,63.900000,0.500000,0.100000,3.000000,0.900000,0.200000,1.100000,0.300000,2.600000,20.400000,1.900000,0.400000,1.500000,1.000000,0.700000,0.100000,0.700000,0.800000,2.273054,154.623936,9.619346,2.297894,0.000560,0.359818,0.219023,0.515668,0.334923,0.057647,0.035905
E08000033,157,65,77.026483,31.889945,203826,48.900000,51.100000,99.300000,0.700000,5.600000,86.700000,0.900000,0.000000,2.100000,0.500000,0.100000,0.400000,0.300000,0.600000,6.800000,0.300000,0.200000,0.400000,0.200000,0.200000,0.000000,0.100000,0.200000,1.077699,68.915226,3.865524,1.001085,0.000291,0.186946,0.110721,0.258110,0.163797,0.028295,0.017193
E08000034,69,19,16.332985,4.497489,422458,49.400000,50.600000,98.700000,1.300000,10.300000,76.700000,0.600000,0.000000,1.800000,1.200000,0.200000,0.600000,0.300000,4.900000,9.900000,0.200000,0.300000,0.700000,0.600000,1.100000,0.200000,0.300000,0.400000,2.273113,155.935424,8.743688,2.205931,0.000653,0.419734,0.241472,0.557969,0.367273,0.061354,0.038525
E08000035,147,50,19.561269,6.653493,751485,49.000000,51.000000,97.300000,2.700000,13.600000,81.100000,0.900000,0.100000,2.900000,1.200000,0.300000,0.700000,0.500000,2.100000,3.000000,0.600000,0.800000,1.200000,2.000000,0.900000,0.600000,0.500000,0.600000,3.065832,211.078133,14.045805,3.211485,0.000667,0.428812,0.297874,0.713418,0.431862,0.080266,0.046289
E08000036,256,119,78.566891,36.521328,325837,49.100000,50.900000,98.900000,1.100000,9.600000,92.800000,0.300000,0.100000,2.300000,0.300000,0.100000,0.300000,0.200000,0.500000,1.500000,0.000000,0.300000,0.400000,0.600000,0.100000,0.100000,0.100000,0.200000,2.053823,117.372238,7.173531,1.764209,0.000391,0.251734,0.168736,0.393595,0.248812,0.044996,0.026526
E09000001,82,38,1111.864407,515.254237,7375,55.500000,44.500000,97.500000,2.500000,25.500000,57.500000,2.400000,0.000000,18.600000,0.500000,0.500000,1.500000,1.400000,2.900000,0.200000,3.100000,3.600000,2.900000,1.300000,0.600000,0.700000,0.900000,1.200000,0.006378,0.914703,0.090195,0.012702,0.000002,0.001036,0.001434,0.002526,0.001288,0.000263,0.000156
E09000002,1,0,0.537892,0.000000,185911,48.500000,51.500000,99.500000,0.500000,51.500000,49.500000,0.900000,0.100000,7.800000,1.400000,1.100000,0.700000,1.000000,4.000000,4.300000,4.100000,0.700000,2.800000,15.400000,2.800000,1.700000,0.500000,1.000000,0.638333,44.569812,2.880596,0.713996,0.000077,0.049228,0.042207,0.146056,0.069346,0.017987,0.008962
E09000003,45,20,12.626759,5.611893,356386,48.500000,51.500000,98.900000,1.100000,41.100000,45.500000,2.400000,0.000000,16.200000,0.900000,0.900000,1.700000,1.400000,7.800000,1.500000,0.600000,2.300000,6.200000,5.400000,1.300000,1.000000,1.500000,3.400000,0.542981,66.233940,5.891591,1.027212,0.000112,0.071980,0.066806,0.225267,0.111313,0.026604,0.012709
E09000004,146,82,62.931848,35.345285,231997,48.100000,51.900000,99.500000,0.500000,38.300000,77.300000,1.100000,0.300000,3.200000,0.700000,0.400000,0.600000,0.600000,3.000000,0.300000,0.300000,1.100000,1.800000,6.900000,1.000000,0.600000,0.100000,0.600000,0.858764,59.611982,3.951220,0.879374,0.000115,0.073699,0.077580,0.212562,0.101223,0.025806,0.012260
E09000005,79,32,25.384381,10.282281,311215,50.300000,49.700000,99.300000,0.700000,72.000000,18.000000,4.000000,0.100000,14.300000,1.400000,0.900000,1.200000,1.600000,18.600000,4.600000,0.600000,1.000000,9.200000,7.800000,7.600000,3.400000,3.700000,2.100000,0.508498,75.329809,5.855914,1.015045,0.000153,0.098655,0.071930,0.258252,0.132343,0.030797,0.015421
E09000006,120,79,38.785748,25.533950,309392,48.000000,52.000000,99.200000,0.800000,20.600000,77.400000,1.400000,0.200000,5.300000,1.300000,0.400000,1.000000,0.900000,2.000000,0.300000,0.400000,0.900000,1.600000,3.200000,2.100000,0.700000,0.300000,0.600000,0.758890,61.370130,4.782662,1.002625,0.000116,0.074851,0.084944,0.225226,0.107016,0.026695,0.012415
E09000007,120,58,54.461781,26.323194,220338,49.000000,51.000000,96.400000,3.600000,101.100000,44.000000,3.200000,0.100000,19.000000,1.100000,0.800000,1.800000,1.900000,2.800000,0.700000,5.700000,2.900000,4.000000,4.900000,1.600000,1.700000,1.600000,2.300000,0.284494,29.991211,2.934084,0.552414,0.000044,0.028526,0.032437,0.082110,0.044161,0.009167,0.005048
E09000008,56,26,15.410949,7.155084,363378,48.500000,51.500000,99.100000,0.900000,42.000000,47.300000,1.500000,0.100000,6.300000,2.700000,0.900000,1.400000,1.600000,6.800000,3.000000,0.700000,1.100000,4.800000,8.000000,8.600000,3.600000,0.500000,1.300000,0.716259,79.300628,6.101021,1.226729,0.000125,0.080510,0.103274,0.252046,0.122914,0.030466,0.015068
E09000009,146,79,43.137962,23.341774,338449,50.000000,50.000000,98.900000,1.100000,61.000000,30.400000,3.100000,0.100000,15.400000,1.200000,0.600000,1.400000,1.300000,14.300000,4.300000,0.500000,1.200000,9.300000,5.100000,3.900000,1.900000,2.900000,3.100000,0.698480,90.064821,6.068684,1.195470,0.000175,0.112666,0.083036,0.280619,0.143729,0.033880,0.018084
E09000010,138,96,44.164805,30.723343,312466,48.200000,51.800000,99.200000,0.800000,38.700000,40.500000,2.200000,0.100000,18.200000,1.600000,0.800000,1.300000,1.800000,3.700000,0.800000,1.800000,0.800000,4.000000,9.000000,5.500000,2.600000,0.600000,4.500000,0.792320,65.822335,5.195458,1.052660,0.000121,0.078062,0.073804,0.212354,0.110016,0.025393,0.012878
E09000011,145,85,56.961702,33.391343,254557,49.600000,50.400000,98.200000,1.800000,53.800000,52.300000,1.700000,0.200000,8.300000,1.600000,1.100000,0.900000,1.300000,3.100000,1.000000,0.600000,2.000000,5.000000,13.800000,3.200000,2.100000,0.400000,1.400000,0.670869,49.816286,3.751330,0.835743,0.000080,0.051408,0.061493,0.164701,0.077495,0.019598,0.009533
E09000012,81,45,32.890730,18.272628,246270,49.600000,50.400000,99.300000,0.700000,129.200000,36.200000,2.100000,0.200000,16.200000,2.000000,1.200000,1.200000,2.000000,3.100000,0.800000,2.500000,1.400000,2.700000,11.400000,7.800000,3.900000,0.700000,4.600000,0.263031,38.704518,3.586206,0.606832,0.000067,0.043107,0.042914,0.113259,0.060223,0.012645,0.006962
E09000013,67,37,36.713737,20.274750,182493,48.700000,51.300000,99.000000,1.000000,111.200000,44.900000,3.500000,0.100000,19.600000,1.500000,0.800000,1.500000,1.700000,1.900000,0.900000,0.600000,1.700000,4.000000,5.800000,3.900000,2.100000,2.900000,2.700000,0.341589,31.419417,2.839517,0.533035,0.000052,0.033324,0.031092,0.093229,0.049113,0.010696,0.005672
E09000014,38,24,14.906287,9.414497,254926,49.500000,50.500000,99.300000,0.700000,86.200000,34.700000,2.700000,0.100000,23.000000,1.900000,1.000000,1.500000,2.100000,2.300000,0.800000,1.700000,1.500000,3.200000,9.000000,7.100000,2.600000,0.900000,3.900000,0.366184,44.160986,3.850170,0.690097,0.000070,0.045194,0.046034,0.149260,0.070005,0.017303,0.008320
E09000015,68,41,28.445218,17.150793,239056,49.400000,50.600000,99.100000,0.900000,47.400000,30.900000,3.100000,0.100000,8.200000,1.000000,0.400000,1.400000,1.100000,26.400000,3.300000,0.600000,1.100000,11.300000,3.600000,2.800000,1.800000,1.600000,1.400000,0.407301,56.569860,4.528845,0.785684,0.000111,0.071232,0.059894,0.185744,0.097958,0.022334,0.011309
E09000016,100,68,42.152829,28.663924,237232,48.100000,51.900000,99.300000,0.700000,21.100000,83.300000,1.300000,0.100000,3.000000,0.800000,0.300000,0.500000,0.500000,2.100000,0.600000,0.400000,0.600000,1.100000,3.200000,1.200000,0.400000,0.100000,0.400000,0.851371,64.360311,4.116506,0.929540,0.000138,0.088627,0.076547,0.236028,0.114049,0.028641,0.013775
E09000017,130,64,47.456340,23.363121,273936,49.600000,50.400000,97.600000,2.400000,23.700000,52.200000,2.200000,0.100000,6.100000,1.000000,0.500000,1.300000,1.000000,13.400000,3.400000,1.000000,1.100000,6.500000,4.100000,1.700000,1.500000,1.100000,1.900000,0.896373,89.455552,5.264437,1.234589,0.000159,0.102327,0.083166,0.246472,0.130057,0.030827,0.017529
E09000018,123,64,48.433396,25.201117,253957,50.200000,49.800000,99.200000,0.800000,45.400000,37.900000,1.900000,0.100000,11.500000,0.900000,0.700000,1.300000,1.200000,19.000000,5.400000,0.900000,0.900000,8.200000,4.200000,1.300000,1.000000,1.400000,2.100000,0.695686,82.533177,4.934491,1.127735,0.000115,0.073902,0.061871,0.194358,0.103828,0.024909,0.015072
E09000019,79,41,38.326258,19.890843,206125,49.200000,50.800000,97.100000,2.900000,138.700000,47.700000,3.900000,0.100000,16.400000,2.100000,0.900000,1.400000,2.100000,1.700000,0.500000,2.300000,2.200000,2.600000,6.100000,3.900000,2.800000,0.900000,2.400000,0.246747,31.426154,2.880892,0.498319,0.000048,0.031056,0.037067,0.089411,0.045598,0.010098,0.005466
E09000020,47,22,29.625147,13.867090,158649,49.300000,50.700000,98.300000,1.700000,130.800000,39.300000,2.300000,0.100000,28.900000,1.100000,0.700000,1.900000,2.000000,1.600000,0.600000,0.500000,2.500000,4.800000,3.500000,2.100000,1.000000,4.100000,3.100000,0.300638,22.308275,2.097338,0.395341,0.000042,0.027225,0.022723,0.065362,0.037592,0.007358,0.004100
E09000021,31,14,19.367737,8.746720,160060,48.800000,51.200000,97.700000,2.300000,43.000000,63.100000,1.700000,0.100000,9.600000,0.800000,0.400000,1.600000,1.100000,4.000000,1.900000,0.600000,1.800000,8.100000,1.600000,0.600000,0.200000,1.500000,1.200000,0.376731,34.306867,2.850862,0.542517,0.000069,0.044103,0.043833,0.108129,0.059038,0.012576,0.006609
E09000022,71,26,23.425694,8.578423,303086,49.800000,50.200000,99.000000,1.000000,113.000000,39.000000,2.500000,0.100000,15.500000,2.700000,1.400000,1.200000,2.300000,1.600000,1.000000,0.700000,1.500000,2.000000,11.600000,9.500000,4.800000,0.600000,1.900000,0.390101,52.543865,4.694697,0.850653,0.000072,0.046008,0.066104,0.157623,0.074617,0.017835,0.009137
E09000023,68,45,24.647951,16.311144,275885,48.900000,51.100000,99.100000,0.900000,78.500000,41.500000,1.900000,0.100000,10.100000,3.100000,1.300000,1.100000,1.900000,1.700000,0.600000,0.500000,2.200000,4.300000,11.600000,11.200000,4.400000,0.500000,2.100000,0.420994,48.438443,4.095204,0.818652,0.000065,0.041555,0.060641,0.148300,0.069347,0.017269,0.008582
E09000024,69,41,34.553039,20.531516,199693,49.300000,50.700000,99.300000,0.700000,53.100000,48.400000,2.200000,0.100000,14.200000,1.300000,0.600000,1.400000,1.300000,4.100000,3.700000,1.100000,1.300000,7.900000,5.200000,4.100000,1.100000,0.700000,1.200000,0.361366,42.762074,3.445275,0.653748,0.000074,0.047261,0.048834,0.143618,0.069624,0.016982,0.008247
E09000025,69,34,22.403761,11.039535,307984,52.100000,47.900000,99.400000,0.600000,85.000000,16.700000,0.700000,0.200000,11.400000,1.300000,1.100000,0.900000,1.300000,13.800000,9.800000,12.100000,1.300000,6.500000,12.300000,4.900000,2.400000,1.100000,2.300000,0.734675,62.574874,5.207208,0.966854,0.000090,0.057792,0.054275,0.203214,0.098590,0.024781,0.011916
E09000026,84,56,30.110765,20.073843,278970,49.500000,50.500000,99.400000,0.600000,49.500000,34.500000,1.400000,0.100000,6.600000,1.100000,0.600000,1.200000,1.200000,16.400000,11.100000,5.700000,1.100000,7.400000,4.400000,3.200000,1.200000,0.600000,2.100000,0.414910,58.060354,4.497378,0.847368,0.000099,0.063473,0.064662,0.181551,0.092149,0.022067,0.011223
E09000027,91,49,48.665704,26.204610,186990,48.700000,51.300000,98.500000,1.500000,32.600000,71.400000,2.500000,0.100000,11.900000,0.700000,0.400000,1.500000,1.000000,2.800000,0.600000,0.500000,0.900000,2.500000,0.900000,0.400000,0.200000,0.600000,1.000000,0.409180,38.921544,2.889835,0.575652,0.000081,0.051942,0.047981,0.114071,0.063476,0.013196,0.007441
E09000028,58,33,20.119119,11.447085,288283,49.500000,50.500000,98.000000,2.000000,99.900000,39.700000,2.200000,0.100000,12.300000,2.000000,1.300000,1.000000,1.900000,2.000000,0.600000,1.400000,2.800000,2.700000,16.400000,6.200000,4.200000,0.800000,2.400000,0.586457,48.157069,4.137246,0.915043,0.000063,0.040729,0.056052,0.136546,0.066185,0.015641,0.008262
E09000029,51,33,26.821495,17.355085,190146,48.600000,51.400000,99.200000,0.800000,43.400000,70.900000,1.700000,0.100000,5.900000,1.200000,0.400000,1.200000,0.900000,3.400000,1.400000,0.600000,1.200000,5.000000,2.900000,1.400000,0.500000,0.500000,0.800000,0.566462,45.920546,3.432794,0.769496,0.000080,0.051132,0.057920,0.165467,0.077193,0.020007,0.009226
E09000030,71,31,27.942195,12.200113,254096,51.500000,48.500000,98.500000,1.500000,128.500000,31.200000,1.500000,0.100000,12.400000,1.100000,0.600000,1.200000,1.200000,2.700000,1.000000,32.000000,3.200000,2.300000,3.700000,2.100000,1.500000,1.000000,1.300000,0.285139,38.636534,3.460706,0.556813,0.000060,0.038676,0.040505,0.100680,0.055458,0.011628,0.006725
E09000031,57,38,22.071721,14.714481,258249,49.900000,50.100000,99.400000,0.600000,66.500000,36.000000,1.500000,0.100000,14.500000,1.800000,0.900000,1.000000,1.600000,3.500000,10.200000,1.800000,1.000000,4.500000,7.300000,7.300000,2.800000,1.500000,2.600000,0.672911,56.170294,4.180861,0.886467,0.000096,0.061605,0.060685,0.201404,0.092528,0.024230,0.011290
E09000032,80,47,26.059056,15.309696,306995,48.400000,51.600000,98.300000,1.700000,89.600000,53.300000,2.500000,0.100000,15.500000,1.500000,0.700000,1.300000,1.500000,2.800000,3.200000,0.500000,1.200000,3.200000,4.800000,4.000000,1.800000,0.800000,1.300000,0.472151,55.847883,4.970488,0.863244,0.000093,0.059738,0.068352,0.169253,0.086444,0.019274,0.010049
E09000033,67,37,30.538387,16.864482,219396,50.800000,49.200000,97.200000,2.800000,102.200000,35.200000,2.300000,0.000000,24.100000,0.900000,0.900000,1.600000,1.800000,3.300000,1.100000,2.900000,2.700000,4.600000,4.200000,2.000000,1.300000,7.200000,3.900000,0.400024,31.642929,2.952489,0.507511,0.000055,0.035574,0.039708,0.089026,0.050299,0.009981,0.005593
W06000001,46,30,65.948875,43.010136,69751,49.100000,50.900000,98.800000,1.200000,1.000000,96.600000,0.700000,0.100000,0.900000,0.300000,0.100000,0.300000,0.100000,0.200000,0.000000,0.100000,0.200000,0.200000,0.100000,0.000000,0.000000,0.200000,0.100000,1.271521,21.062543,1.133083,0.776038,0.000053,0.034079,0.034966,0.066497,0.042959,0.008141,0.004275
W06000002,17,0,13.948832,0.000000,121874,49.200000,50.800000,96.800000,3.200000,0.500000,94.400000,0.500000,0.100000,1.500000,0.200000,0.100000,0.300000,0.200000,0.400000,0.200000,0.100000,0.700000,0.300000,0.200000,0.100000,0.000000,0.600000,0.100000,2.361786,28.402313,1.941734,1.426683,0.000071,0.045519,0.041428,0.106487,0.067190,0.013354,0.006226
W06000003,29,7,25.167494,6.074912,115228,48.400000,51.600000,97.700000,2.300000,1.000000,95.400000,0.700000,0.100000,1.500000,0.300000,0.100000,0.200000,0.200000,0.300000,0.100000,0.100000,0.300000,0.300000,0.100000,0.000000,0.000000,0.200000,0.100000,1.375218,24.656334,1.966351,0.961432,0.000056,0.035699,0.035055,0.085834,0.052905,0.010578,0.005121
W06000004,33,6,35.206008,6.401092,93734,49.100000,50.900000,98.700000,1.300000,1.100000,95.600000,0.600000,0.000000,1.200000,0.300000,0.100000,0.300000,0.200000,0.300000,0.200000,0.100000,0.400000,0.600000,0.100000,0.000000,0.000000,0.000000,0.100000,1.192860,25.385275,1.569401,0.884965,0.000085,0.054470,0.039231,0.092999,0.059554,0.010929,0.005910
W06000005,31,9,20.327069,5.901407,152506,49.300000,50.700000,99.500000,0.500000,3.500000,95.900000,0.500000,0.100000,2.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.100000,0.100000,0.200000,0.200000,0.100000,0.000000,0.000000,0.000000,0.100000,1.389602,67.504635,3.366465,1.071844,0.000317,0.203548,0.115641,0.250134,0.170718,0.027066,0.017430
W06000006,52,21,38.563080,15.573552,134844,49.700000,50.300000,98.800000,1.200000,2.700000,93.100000,0.400000,0.100000,3.400000,0.200000,0.100000,0.200000,0.200000,0.600000,0.100000,0.200000,0.300000,0.500000,0.400000,0.000000,0.000000,0.100000,0.100000,1.406834,57.510660,2.800159,1.096024,0.000263,0.169312,0.098751,0.206458,0.143042,0.022392,0.014581
W06000008,32,8,42.148521,10.537130,75922,49.800000,50.200000,94.100000,5.900000,0.400000,93.100000,0.600000,0.100000,2.900000,0.300000,0.100000,0.300000,0.300000,0.500000,0.100000,0.100000,0.400000,0.300000,0.200000,0.100000,0.000000,0.300000,0.200000,2.391064,15.449915,1.153346,1.446474,0.000038,0.024539,0.020587,0.059532,0.045587,0.008132,0.003654
W06000009,16,1,13.067732,0.816733,122439,48.900000,51.100000,98.500000,1.500000,0.800000,95.600000,0.700000,0.400000,1.400000,0.200000,0.100000,0.200000,0.100000,0.300000,0.100000,0.100000,0.200000,0.400000,0.100000,0.000000,0.000000,0.000000,0.100000,2.817037,32.286384,2.089537,1.783519,0.000093,0.059929,0.048557,0.126290,0.083485,0.015977,0.007639
W06000010,37,5,20.133096,2.720689,183777,48.900000,51.100000,98.600000,1.400000,0.800000,95.500000,0.400000,0.200000,2.000000,0.200000,0.100000,0.200000,0.100000,0.300000,0.100000,0.100000,0.200000,0.400000,0.100000,0.100000,0.000000,0.100000,0.100000,3.810220,49.408931,3.238084,2.450172,0.000159,0.102087,0.083080,0.184631,0.126993,0.022732,0.011748
W06000011,59,9,24.683817,3.765328,239023,49.400000,50.600000,98.100000,1.900000,6.300000,91.500000,0.500000,0.000000,2.000000,0.200000,0.100000,0.300000,0.200000,0.600000,0.200000,0.800000,0.900000,0.700000,0.700000,0.100000,0.000000,0.700000,0.300000,1.139792,56.794530,4.139047,1.058789,0.000167,0.107642,0.096703,0.193271,0.116640,0.022077,0.012302
W06000012,84,41,60.080680,29.325094,139812,49.000000,51.000000,99.200000,0.800000,3.200000,96.900000,0.300000,0.100000,0.700000,0.300000,0.100000,0.200000,0.100000,0.200000,0.100000,0.200000,0.200000,0.300000,0.100000,0.100000,0.000000,0.000000,0.100000,0.814109,46.192716,2.415385,0.697412,0.000193,0.124382,0.085470,0.172247,0.109480,0.018953,0.011440
W06000013,36,16,25.866157,11.496070,139178,49.400000,50.600000,98.300000,1.700000,5.600000,96.000000,0.300000,0.000000,1.400000,0.200000,0.100000,0.200000,0.200000,0.200000,0.100000,0.100000,0.300000,0.400000,0.100000,0.100000,0.000000,0.100000,0.100000,0.864282,45.461864,2.585064,0.706026,0.000184,0.118497,0.081540,0.168111,0.106690,0.018524,0.011090
W06000014,46,17,36.410841,13.456180,126336,48.700000,51.300000,98.400000,1.600000,3.800000,94.400000,0.500000,0.000000,1.600000,0.500000,0.200000,0.300000,0.300000,0.400000,0.200000,0.100000,0.400000,0.500000,0.100000,0.200000,0.100000,0.100000,0.100000,0.773997,34.439318,2.185721,0.696975,0.000093,0.060044,0.058400,0.112644,0.066417,0.013059,0.007204
W06000015,42,19,12.135572,5.489901,346090,49.100000,50.900000,96.700000,3.300000,24.700000,80.300000,0.700000,0.200000,3.500000,1.100000,0.500000,0.700000,0.600000,2.300000,1.800000,1.400000,1.200000,1.300000,1.500000,0.400000,0.500000,1.400000,0.600000,1.411135,78.438176,5.794434,1.253970,0.000195,0.125357,0.130546,0.241762,0.142035,0.027130,0.015174
W06000016,131,65,55.884988,27.729192,234410,48.900000,51.100000,98.900000,1.100000,5.500000,96.300000,0.200000,0.000000,0.800000,0.200000,0.100000,0.200000,0.100000,0.300000,0.100000,0.000000,0.500000,0.400000,0.500000,0.000000,0.000000,0.100000,0.100000,1.259950,72.942135,4.020013,1.052498,0.000283,0.182022,0.124735,0.281779,0.167481,0.031349,0.017678
